,@ID,@Grade,@Source,Body,Body_trans,Question,Question_trans,Solution-Type,Answer,Formula
13,nluds-2249,3,http://www.commoncoresheets.com,"A magician was selling magic card decks for 2 dollars each. If he started with 5 decks and by the end of the day he had 3 left,","한 마술사가 마술 카드 덱을 개당 2달러에 팔고 있었습니다. 그가 5개의 덱으로 시작하여 하루가 끝날 때까지 3개의 덱이 남았다면,",how much money did he earn?,그는 얼마나 많은 돈을 벌었습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Multiplication'}",4 (dollars),(5-3)*2=4
14,nluds-2266,4,http://www.dadsworksheets.com,"Anne had 15 Sweettarts. If Anne gave equal numbers of Sweettarts to her 3 friends,","Anne에게는 15개의 Sweettart가 있었습니다. Anne이 세 친구에게 같은 수의 Sweettart를 주었다면,",how many Sweettarts did each person eat?,한 사람이 얼마나 많은 Sweettart를 먹었습니까?,Common-Division,5 (Sweettarts),15/3=5
15,nluds-0408,3,http://www.k5learning.com,Both of them were also asked to take note of the total number of chicken in the farm. Ben counted a total of 9 chicken coops and Daniel said that there are 60 chickens in one coop.,두 사람 모두 농장에 있는 총 닭 수를 기록해 달라고 요청했습니다. Ben은 총 9개의 닭장을 세었고 Daniel은 하나의 닭장에 60개의 닭이 있다고 말했습니다.,How many chickens do they have in total?,총 몇 마리의 닭이 있습니까?,Multiplication,540 (chickens),9*60=540
16,nluds-0147,2,http://www.k5learning.com,Mrs. Hilt wants to make a border around her garden. She needs 125 rocks to complete the border. She has 64 rocks.,힐트 부인은 정원 주변에 테두리를 만들고 싶어합니다. 그녀는 국경을 완성하기 위해 125개의 돌이 필요합니다. 그녀는 64개의 바위를 가지고 있습니다.,How many more rocks does she need to complete the border?,국경을 완성하려면 얼마나 많은 돌이 더 필요합니까?,Subtraction,61 (rocks),125-64=61
17,nluds-0431,3,http://www.k5learning.com,"Bryan has always been fond of studying rocks and minerals. He has a room full of books about and samples of the different types of rocks. One particular day, he went in the room to take a look at his mineral samples. If he has 65 samples of minerals per shelf, and he has a total of 7 shelves,","Bryan은 항상 암석과 광물을 연구하는 것을 좋아했습니다. 그는 다양한 유형의 암석에 대한 책과 샘플로 가득 찬 방을 가지고 있습니다. 어느 특정한 날, 그는 광물 샘플을 보기 위해 방에 들어갔습니다. 선반당 65개의 광물 샘플이 있고 총 7개의 선반이 있는 경우",how many mineral samples does he have?,그는 얼마나 많은 광물 샘플을 가지고 있습니까?,Multiplication,455 (mineral),65*7=455
18,nluds-0419,3,http://www.k5learning.com,"Before reaching the mountains, Stanley stopped over a car shop to buy new tires for the road. If he bought four tires each for $60.00,","산에 도착하기 전에 Stanley는 도로용 새 타이어를 사기 위해 자동차 가게에 들렀습니다. 그가 타이어 4개를 각각 $60.00에 샀다면,",how much did he spend for tires in total?,그는 타이어에 총 얼마를 썼습니까?,Multiplication,240 (dollars),4*60=240
19,nluds-1042,3,http://www.mathplayground.com,Ted and Fred measured their height. Their total height is 98 inches. Ted is 39 inches tall.,Ted와 Fred는 키를 측정했습니다. 그들의 총 높이는 98인치입니다. 테드의 키는 39인치입니다.,How tall is Fred?,프레드 키가 몇이야?,Subtraction,59 (inches),98-39=59
20,nluds-2127,2,http://www.commoncoresheets.com,Henry had $54. Later he sold some of his old toys and got another $2.,헨리는 54달러를 가지고 있었다. 나중에 그는 오래된 장난감을 팔고 2달러를 더 받았습니다.,How much money does he have total?,그는 총 얼마의 돈을 가지고 있습니까?,Addition,56 (dollars),54+2=56
21,nluds-0001,1,http://www.k5learning.com,Seven red apples and two green apples are in the basket.,바구니에 빨간 사과 7개와 녹색 사과 2개가 있습니다.,How many apples are in the basket?,바구니에 사과가 몇 개 있습니까?,Addition,9 (apples),7+2=9
22,nluds-0544,3,http://www.k5learning.com,A garden has 52 rows and 15 columns of bean plants.,정원에는 52개의 행과 15개의 열로 된 콩 식물이 있습니다.,How many plants are there in all?,식물은 모두 몇 개입니까?,Multiplication,780 (plants),52*15=780
23,nluds-0586,3,http://www.k5learning.com,"Ellen had 380 legos, but she lost 57 of them.",Ellen은 380개의 레고를 가지고 있었지만 그 중 57개를 잃어버렸습니다.,How many legos does she have now?,그녀는 지금 몇 개의 레고를 가지고 있습니까?,Subtraction,323 (legos),380-57=323
24,nluds-0293,3,http://www.k5learning.com,"After New York, she decided to visit the Smithsonian in Washington DC. If she has 63 miniature aircrafts and she gave away 49 to the National Air and Space Museum,","뉴욕 이후 그녀는 워싱턴 DC에 있는 스미소니언을 방문하기로 결정했습니다. 그녀가 63대의 소형 항공기를 가지고 있고 49대를 국립항공우주박물관에 기부했다면,",how many are left with her?,그녀에게 몇 명이 남아 있습니까?,Subtraction,14 (miniature aircrafts),63-49=14
25,nluds-0307,3,http://www.k5learning.com,"Carl, on the other hand, was able to collect 74 stamps which are 36 more than what Mark was able to collect.",반면에 Carl은 Mark가 수집할 수 있었던 것보다 36개 더 많은 74개의 우표를 수집할 수 있었습니다.,How many stamps was Mark able to collect?,Mark는 몇 개의 우표를 모을 수 있었습니까?,Subtraction,38 (stamps),74-36=38
26,nluds-1272,1,Created by an Annotator,"Oliver was weighing boxes for moving. The first was 2 pounds, the second was 3 pounds and the last was 13 pounds.","올리버는 이사할 상자의 무게를 재고 있었습니다. 첫 번째는 2파운드, 두 번째는 3파운드, 마지막은 13파운드였습니다.",What's the difference between the weight of the first box and the third box?,첫 번째 상자와 세 번째 상자의 무게 차이는 무엇입니까?,Difference,11 (pounds),13-2=11
27,nluds-0151,2,http://www.k5learning.com,Mrs. Hilt bought 6 hot dogs. Each hot dog cost 50 cents.,힐트 부인은 핫도그 6개를 샀습니다. 핫도그 1개 가격은 50센트입니다.,How much money did she pay for all of the hot dogs?,그녀는 모든 핫도그에 얼마를 지불했습니까?,Multiplication,300 (cents),6*50=300
28,nluds-0112,2,http://www.k5learning.com,Finn has 89 goldfish. 32 of the goldfish die.,Finn은 89마리의 금붕어를 가지고 있습니다. 금붕어 32마리가 죽습니다.,How many goldfish are left?,금붕어가 몇 마리 남았습니까?,Subtraction,57 (goldfish),89-32=57
29,nluds-0058,2,http://www.k5learning.com,Lucy went to the grocery store. She bought 12 packs of cookies and 16 packs of noodles.,Lucy는 식료품점에 갔다. 그녀는 쿠키 12팩과 국수 16팩을 샀습니다.,How many packs of groceries did she buy in all?,그녀는 식료품을 모두 몇 팩이나 샀습니까?,Addition,28 (packs),12+16=28
30,nluds-1583,4,http://www.commoncoresheets.com,"There are 234 people attending a luncheon. If a table can hold 9 people,",234명이 오찬에 참석하고 있습니다. 9명이 앉을 수 있는 테이블이라면,how many tables do they need?,얼마나 많은 테이블이 필요합니까?,Common-Division,26 (tables),234/9=26
31,nluds-0324,3,http://www.k5learning.com,"Across the river, he fell into a hole. To get out, he needs to fill it with 823 gallons of water. If the hole initially has 676 gallons,",그는 강을 건너 구덩이에 빠졌습니다. 나가려면 823갤런의 물로 채워야 합니다. 구멍이 처음에 676갤런인 경우,how much water does he need to fill it?,그는 그것을 채우는 데 얼마나 많은 물이 필요합니까?,Subtraction,147 (gallons),823-676=147
32,nluds-1749,3,http://www.commoncoresheets.com,"Tom read three chapters of a book. If each chapter was eight pages,","Tom은 책의 세 장을 읽었습니다. 각 장이 8페이지라면,",how many pages did he read?,그는 몇 페이지를 읽었습니까?,Multiplication,24 (pages),3*8=24
33,nluds-1723,3,http://www.commoncoresheets.com,Adam had to wash fourteen loads of clothes. By noon he had only washed eight loads.,아담은 열네 갑의 옷을 빨아야 했습니다. 정오까지 그는 8개의 짐만 씻었습니다.,How many does he still need to wash?,그는 아직 몇 번이나 씻어야 합니까?,Subtraction,6 (loads of clothes),14-8=6
34,nluds-1256,1,Created by an Annotator,There are 4 squirrels in a tree with 2 nuts.,2개의 견과류가 있는 나무에 4개의 다람쥐가 있습니다.,What's the difference of the number of squirrels and nuts over there?,저기 다람쥐와 견과류의 수는 어떻게 다른가요?,Difference,2,4-2=2
35,nluds-1372,2,http://www.math-aids.com,There were eight red roses and two white roses in the vase. Melanie cut some more roses from her flower garden. There are now fourteen red roses in the vase.,꽃병에는 빨간 장미 여덟 송이와 흰 장미 두 송이가 있었습니다. 멜라니는 화원에서 장미를 몇 개 더 꺾었습니다. 이제 꽃병에는 14개의 빨간 장미가 있습니다.,How many red roses did she cut ?,그녀 는 몇 개의 빨간 장미 를 깎았 습니까 ?,Subtraction,6 (red roses),14-8=6
36,nluds-1253,1,Created by an Annotator,You have 7 balloons and your friend has 5 balloons.,당신은 7개의 풍선을 가지고 있고 친구는 5개의 풍선을 가지고 있습니다.,What's the difference of the number of your balloons and your friend's balloons?,당신의 풍선과 친구의 풍선의 수는 어떻게 다른가요?,Difference,2 (balloons),7-5=2
37,nluds-0086,2,http://www.k5learning.com,Mrs. Sheridan has 17 cats. Mr. Sheridan gave her 14 more cats.,Sheridan 부인에게는 17마리의 고양이가 있습니다. Sheridan 씨는 그녀에게 14마리의 고양이를 더 주었습니다.,How many cats does Mrs. Sheridan have altogether?,Sheridan 부인의 고양이는 모두 몇 마리입니까?,Addition,31 (cats),17+14=31
38,nluds-0466,3,http://www.k5learning.com,"Christian and his parents went to Mt. Falton National Park for the weekend. They were welcomed warmly by the rangers who invite volunteers and call them ""earth keepers"". The junior ranger asked Christian to help him place 420 seedlings in packets. If every packet needs to contain 7 seeds,","Christian과 그의 부모는 주말에 Mt. Falton 국립공원에 갔다. 그들은 자원 봉사자를 초대하고 &quot;지구 지킴이&quot;라고 부르는 순찰대원들로부터 따뜻한 환영을 받았습니다. 주니어 레인저는 Christian에게 420그루의 묘목을 봉지에 담는 것을 도와달라고 요청했습니다. 모든 패킷에 7개의 씨앗이 포함되어야 하는 경우,",how many packets do they need?,얼마나 많은 패킷이 필요합니까?,Common-Division,60 (packets),420/7=60
39,nluds-0182,2,http://www.k5learning.com,"There are 43 dogs, 72 fish, and 34 cats at my farm.","우리 농장에는 개 43마리, 물고기 72마리, 고양이 34마리가 있습니다.",How many pets do I have at my farm?,내 농장에는 몇 마리의 애완 동물이 있습니까?,Sum,149 (pets),43+72+34=149
40,nluds-0609,3,http://www.k5learning.com,"One stamp costs $0.34. Two stamps cost $0.68. Three stamps cost $1.02. If the cost of each stamp remains the same,","우표 1개의 비용은 $0.34입니다. 두 개의 우표 가격은 $0.68입니다. 우표 3개는 $1.02입니다. 각 스탬프의 비용이 동일하게 유지되는 경우,",how much would 4 stamps cost?,스탬프 4개는 얼마인가요?,Addition,1.36 (dollars),1.02+0.34=1.36
41,nluds-0397,3,http://www.k5learning.com,"Being his favorite, Michael has 4 times more flying robots than Tom. If Tom has 3 flying robots,","그가 가장 좋아하는 Michael은 Tom보다 4배 더 많은 비행 로봇을 가지고 있습니다. Tom이 3개의 비행 로봇을 가지고 있다면,",how many flying robots does Michael have?,Michael은 몇 개의 비행 로봇을 가지고 있습니까?,Multiplication,12 (flying robots),4*3=12
42,nluds-1373,3,http://www.math-aids.com,"Jason had 27 peaches and 17 pears left at his roadside fruit stand. He went to the orchard and picked more peaches to stock up the stand. There are now 90 peaches at the stand,","제이슨은 길가의 과일 가판대에 복숭아 27개와 배 17개가 남아 있었습니다. 그는 과수원으로 가서 가판대에 비축할 복숭아를 더 따랐습니다. 지금 가판대에는 90개의 복숭아가 있고,",how many did he pick ?,그는 몇 개를 뽑았습니까?,Subtraction,63 (peaches),90-27=63
43,nluds-0256,3,http://www.k5learning.com,"It's spring break at Rosewood High so Rachel and her family decided to take a trip across Europe. Since Rachel has always been fascinated by the French people, they began their tour with a visit to France. During their stay there, Rachel went to the famous Eiffel Tower. If she climbed 567 flights of stairs going up and 325 going down,","지금은 로즈우드 고등학교의 봄 방학이어서 Rachel과 그녀의 가족은 유럽 전역을 여행하기로 결정했습니다. Rachel은 항상 프랑스 사람들에게 매료되어 프랑스 방문으로 여행을 시작했습니다. 그곳에 머무는 동안 Rachel은 유명한 에펠탑에 갔습니다. 그녀가 올라가는 계단을 567개, 내려가는 계단을 325개 오르면",what is the total number of steps that she took?,그녀가 걸은 총 걸음 수는 얼마입니까?,Addition,892 (steps),567+325=892
44,nluds-0119,2,http://www.k5learning.com,Robert wants to practice goal kicks for soccer. He decides to have 98 kicks before going home from the park. He takes 43 kicks before taking a break to get a drink of water. He then takes another 36 kicks.,로버트는 축구를 위해 골킥을 연습하고 싶어합니다. 그는 공원에서 집으로 돌아가기 전에 98개의 발차기를 하기로 결정했습니다. 그는 물을 마시기 위해 휴식을 취하기 전에 43번의 발차기를 합니다. 그런 다음 그는 36개의 킥을 더 찼습니다.,How many more kicks does he need to make before he goes home?,집에 가기 전에 몇 번이나 더 킥을 해야 합니까?,TVQ-Final,19 (kicks),98-43-36=19
45,nluds-0482,3,http://www.k5learning.com,"Betty also bought 140 shiny blue round stones. If 14 pieces of this stone is in each bracelet,","Betty는 또한 140개의 반짝이는 파란색 둥근 돌을 샀습니다. 팔찌 하나에 이 돌 14개가 들어있다면,",how many bracelets of blue shiny round stones will there be?,파란색 반짝이는 둥근 돌의 팔찌는 몇 개입니까?,Common-Division,10 (bracelets),140/14=10
46,nluds-1019,3,http://www.mathplayground.com,The Book Nook sold 27 computer books last week. The sold 15 more cook books than computer books.,Book Nook은 지난 주에 27권의 컴퓨터 책을 판매했습니다. 컴퓨터 책보다 요리 책이 15권 더 많이 팔렸습니다.,How many cook books did the Book Nook sell?,Book Nook은 얼마나 많은 요리 책을 팔았습니까?,Addition,42 (cook books),27+15=42
47,nluds-1798,4,http://www.commoncoresheets.com,"Paige was helping her mom plant flowers and together they planted 54 seeds. If they put 6 seeds in each flower bed,",페이지는 엄마가 꽃 심는 것을 돕고 있었고 함께 54개의 씨앗을 심었습니다. 각 화단에 6개의 씨앗을 넣으면,how many flower beds did they have?,그들은 몇 개의 화단을 가지고 있었습니까?,Common-Division,9 (flower beds),54/6=9
48,nluds-0462,3,http://www.k5learning.com,A pile of clean white paper was stacked in the corner of her room. She decided to place these papers in paper envelopes which can contain 10 white papers.,그녀의 방 한구석에는 깨끗한 흰 종이 더미가 쌓여 있었다. 그녀는 이 서류들을 10개의 백서를 담을 수 있는 종이 봉투에 넣기로 결정했습니다.,How many paper envelopes does she need if she has 120 clean white papers?,120장의 깨끗한 백서가 있다면 몇 개의 종이 봉투가 필요합니까?,Common-Division,12 (paper envelopes),120/10=12
49,nluds-2246,3,http://www.commoncoresheets.com,"Wendy earned 5 points for each bag of cans she recycled. If she had 11 bags, but didn't recycle 2 of them,","Wendy는 재활용한 캔 봉지당 5점을 받았습니다. 만약 그녀가 11개의 가방을 가지고 있지만 그 중 2개를 재활용하지 않았다면,",how many points would she have earned?,그녀는 몇 점을 얻었을까요?,"{'@Subgoal-1': 'Subtraction', '#text': 'Multiplication'}",45 (points),(11-2)*5=45
50,nluds-1941,2,http://www.commoncoresheets.com,"Janet had eighty-five paper clips on the desk when she woke up in the morning. Before going to bed, she found there were twenty-six left.",Janet은 아침에 일어났을 때 책상 위에 85개의 클립을 가지고 있었습니다. 잠자리에 들기 전에 그녀는 26개가 남아 있는 것을 발견했습니다.,How many paper clips did she use today?,그녀는 오늘 몇 개의 클립을 사용했습니까?,Subtraction,59 (paper clips),85-26=59
51,nluds-1923,2,http://www.commoncoresheets.com,At the arcade Billy had won forty-eight tickets. After buying a yoyo he had thirty-two tickets left.,아케이드에서 Billy는 48장의 티켓을 획득했습니다. 요요를 구입한 후 그는 32장의 티켓을 남겼습니다.,How many tickets did the yoyo cost?,요요의 티켓 가격은 얼마입니까?,Subtraction,16 (tickets),48-32=16
52,nluds-2132,2,http://www.commoncoresheets.com,Adam had seventy-nine dollars saved up. After doing some chores his mother gave him another thirteen dollars.,Adam은 79달러를 저축했습니다. 몇 가지 집안일을 한 후에 그의 어머니는 그에게 또 다른 13달러를 주었습니다.,How much money does he have total?,그는 총 얼마의 돈을 가지고 있습니까?,Addition,92 (dollars),79+13=92
53,nluds-0934,3,http://www.mathplayground.com,Zoe is on vacation. She has already taken 28 pictures. She has enough film left to take 32 more pictures. Zoe took 16 more pictures at the dolphin show.,Zoe는 휴가 중입니다. 그녀는 이미 28장의 사진을 찍었습니다. 그녀에게는 32장의 사진을 더 찍을 수 있는 충분한 필름이 남아 있습니다. Zoe는 돌고래 쇼에서 16장의 사진을 더 찍었습니다.,How many pictures has Zoe taken altogether?,Zoe는 모두 몇 장의 사진을 찍었습니까?,Addition,44 (pictures),28+16=44
54,nluds-1582,4,http://www.commoncoresheets.com,"Edward had 763 baseball cards in 7 binders. If each binder has the same number of cards,",Edward는 7개의 바인더에 763개의 야구 카드를 가지고 있었습니다. 각 바인더에 동일한 수의 카드가 있는 경우,how many cards are in each binder?,각 바인더에 몇 장의 카드가 있습니까?,Common-Division,109 (cards),763/7=109
55,nluds-1258,2,Created by an Annotator,Mrs. Sheridan has 11 cats. Mrs. Garrett has 24 cats.,Sheridan 부인에게는 11마리의 고양이가 있습니다. Garrett 부인에게는 24마리의 고양이가 있습니다.,What's the difference of the number of Mrs. Sheridan's cats and Mrs. Garrett's cats?,Sheridan 부인의 고양이 수와 Garrett 부인의 고양이 수의 차이는 무엇입니까?,Difference,13 (cats),24-11=13
56,nluds-1766,3,http://www.commoncoresheets.com,"Paige sent out fifteen birthday party invitations. If nine people showed up,",페이지는 15개의 생일 파티 초대장을 보냈습니다. 아홉 명이 나타나면,how many people didn't come?,얼마나 많은 사람들이 오지 않았습니까?,Subtraction,6 (people),15-9=6
57,nluds-0454,3,http://www.k5learning.com,"When they arrived at HappyLand, they immediately went in and bought their tickets. If each ticket cost $17.00 and they bought 8 tickets,","해피랜드에 도착하자마자 바로 입장권을 샀다. 각 티켓의 가격이 $17.00이고 티켓 8장을 샀다면,",how much did they spend on tickets?,그들은 티켓에 얼마를 썼습니까?,Multiplication,136 (dollars),17*8=136
58,nluds-1950,1,http://www.commoncoresheets.com,"Amy had 2 dollars. If she got 13 more dollars for doing chores and 3 more for her birthday,","에이미는 2달러를 가지고 있었다. 그녀가 집안일을 위해 13달러를 더 받고 생일을 위해 3달러를 더 받는다면,",how much money does she have now?,그녀는 지금 얼마나 많은 돈을 가지고 있습니까?,Sum,18 (dollars),2+13+3=18
59,nluds-0330,3,http://www.k5learning.com,"Finally, he wanted to add color to the wings so he decided to paint it like a rainbow. If he wanted to use 333 liters of paint and he still have 157 liters left from his last project,","마지막으로 날개에 색을 입히고 싶어 무지개처럼 칠하기로 했다. 그가 333리터의 페인트를 사용하고 싶었고 마지막 프로젝트에서 157리터가 아직 남아 있다면,",how much more paint does he need to buy?,그는 페인트를 얼마나 더 사야 합니까?,Subtraction,176 (liters),333-157=176
60,nluds-0526,3,http://www.k5learning.com,Misha has 34 dollars.,미샤는 34달러를 가지고 있습니다.,How many dollars does she have to earn to have 47 dollars to buy a dog?,개를 사려면 47달러를 벌려면 몇 달러를 벌어야 합니까?,Subtraction,13 (dollars),47-34=13
61,nluds-1261,3,Created by an Annotator,Diane wants to buy a package of cookies. The cookies cost 65 cents. Diane has 27 cents.,Diane은 쿠키 패키지를 사고 싶어합니다. 쿠키 가격은 65센트입니다. 다이앤은 27센트를 가지고 있습니다.,What's the difference between the cost of the cookies and the money of Diane?,쿠키 값과 다이앤 돈의 차이는 무엇입니까?,Difference,38 (cents),65-27=38
62,nluds-1045,3,http://www.mathplayground.com,Marco and his dad went strawberry picking. Together their strawberries weighed 23 pounds. Marco's strawberries weighed 14 pounds.,Marco와 그의 아빠는 딸기 따러 갔다. 그들의 딸기 무게는 모두 23파운드였습니다. Marco의 딸기 무게는 14파운드였습니다.,How much did his dad's strawberries weigh?,그의 아버지의 딸기 무게는 얼마였습니까?,Subtraction,9 (pounds),23-14=9
63,nluds-1928,2,http://www.commoncoresheets.com,Winnie completed eighty-six consecutive repetitions for rope jumping yesterday. Today she completed only seventy-three.,Winnie는 어제 줄넘기를 위해 86회 연속 반복을 완료했습니다. 오늘 그녀는 73개만 완성했습니다.,How many repetitions did she fell behind?,그녀는 몇 번이나 뒤처졌습니까?,Subtraction,13 (repetitions),86-73=13
64,nluds-1887,1,http://www.commoncoresheets.com,Haley grew sixteen trees in her backyard. After a typhoon five died.,Haley는 뒷마당에서 16그루의 나무를 키웠습니다. 태풍 5호가 사망한 후.,How many trees does she have left?,그녀는 몇 그루의 나무를 남겼습니까?,Subtraction,11 (trees),16-5=11
65,nluds-0108,2,http://www.k5learning.com,Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all.,Robin은 18개의 껌을 가지고 있었습니다. 그녀의 형은 그녀에게 몇 조각을 더 주었다. 이제 로빈은 총 44개의 조각을 가지고 있습니다.,How many pieces of gum did Robin's brother give her?,로빈의 형은 그녀에게 껌을 몇 개나 주었습니까?,Subtraction,26 (pieces),44-18=26
66,nluds-1896,2,http://www.commoncoresheets.com,There were ninety-eight onions on the shelf. Sixty-five were sold.,선반에는 98개의 양파가 있었습니다. 65개가 팔렸습니다.,How many onions is there on the shelf now?,지금 선반에 양파가 몇 개나 있습니까?,Subtraction,33 (onions),98-65=33
67,nluds-0605,3,http://www.k5learning.com,"If each ball costs $1.54,",각 공의 가격이 $1.54인 경우,how much must Kyoko pay for three balls?,쿄코는 공 3개에 얼마를 지불해야 합니까?,Multiplication,4.62 (dollars),1.54*3=4.62
68,nluds-0350,3,http://www.k5learning.com,"For finishing touches, he needed 70 gallons of paint. If he bought 23 gallons to add to his existing 36 gallons of paint,","마무리 작업을 위해 70갤런의 페인트가 필요했습니다. 그가 기존 36갤런의 페인트에 추가하기 위해 23갤런을 샀다면,",how much more paint will he need?,얼마나 더 많은 페인트가 필요할까요?,TVQ-Change,11 (gallons),70-23-36=11
69,nluds-1936,2,http://www.commoncoresheets.com,Maria stored ninety-three cloves of garlic in the kitchen. She used eighty-six for roast chicken for dinner.,Maria는 부엌에 마늘 93쪽을 보관했습니다. 그녀는 저녁 식사로 로스트 치킨에 팔십육을 사용했습니다.,How many cloves of garlic does she have left?,그녀에게 남은 마늘은 몇 쪽입니까?,Subtraction,7 (cloves),93-86=7
70,nluds-1030,3,http://www.mathplayground.com,"Matthew and Billie went apple picking. Matthew found 46 big, red apples. Billie found some as well. Together they found 80 apples.",매튜와 빌리는 사과 따러 갔다. 매튜는 크고 빨간 사과 46개를 찾았습니다. Billie도 일부를 찾았습니다. 그들은 함께 80개의 사과를 찾았습니다.,How many apples did Billie find?,Billie는 몇 개의 사과를 찾았습니까?,Subtraction,34 (apples),80-46=34
71,nluds-1790,4,http://www.commoncoresheets.com,Janet's dad took the family out to eat for her birthday. There were 10 people total. There were 8 kids and everyone else was an adult.,Janet의 아빠는 그녀의 생일을 위해 가족을 데리고 외식을 했습니다. 총 10명이 있었습니다. 8명의 아이들이 있었고 나머지는 모두 성인이었습니다.,How many adults were there?,성인은 몇 명이었습니까?,Subtraction,2 (adults),10-8=2
