,@ID,@Grade,@Source,Body,Body_trans,Question,Question_trans,Solution-Type,Answer,Formula
10,nluds-1875,1,http://www.commoncoresheets.com,Rachel took two dollars from her piggy bank. Now she has three dollars in her piggy bank.,Rachel은 돼지 저금통에서 2달러를 가져갔습니다. 이제 그녀는 돼지 저금통에 3달러를 가지고 있습니다.,How much money was originally in there?,거기에 원래 얼마나 많은 돈이 들어 있었습니까?,Addition,5 (dollars),2+3=5
11,nluds-1736,3,http://www.commoncoresheets.com,For Gwen's birthday she received five dollars. If she spent three dollars.,그웬의 생일에 그녀는 5달러를 받았습니다. 그녀가 3달러를 썼다면.,How much money did she still have?,그녀는 아직 얼마의 돈을 가지고 있었습니까?,Subtraction,2 (dollars),5-3=2
12,nluds-2003,2,http://www.commoncoresheets.com,"Paige had 43 math problems and 12 science problems for homework. If she finished 44 of the problems at school,","페이지는 숙제로 43개의 수학 문제와 12개의 과학 문제를 가지고 있었습니다. 그녀가 학교에서 44개의 문제를 풀었다면,",how many problems did she have to do for homework?,그녀는 숙제를 위해 얼마나 많은 문제를 해야 했는가?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",11 (problems),(43+12)-44=11
13,nluds-0015,1,http://www.k5learning.com,Eight balls were in the basket. Some of the balls were removed from the basket. Now there are six balls.,8개의 공이 바구니에 들어 있었습니다. 바구니에서 공 중 일부가 제거되었습니다. 이제 6개의 공이 있습니다.,How many balls were removed from the basket?,바구니에서 몇 개의 공을 꺼냈습니까?,Subtraction,2 (balls),8-6=2
14,nluds-1821,4,http://www.commoncoresheets.com,Amy was buying different soups. She bought 6 cans of chicken soup and 3 cans of tomato soup.,Amy는 다른 수프를 사고 있었습니다. 그녀는 치킨 수프 6캔과 토마토 수프 3캔을 샀다.,How many soups did she buy?,그녀는 몇 개의 수프를 샀습니까?,Addition,9 (soups),6+3=9
15,nluds-2241,3,http://www.commoncoresheets.com,Jerry was selling his old games. He started out with sixty-eight but sold four of them. He packed the rest up putting eight games into each box.,Jerry는 그의 오래된 게임을 팔고 있었습니다. 그는 68개로 시작했지만 그 중 4개를 팔았습니다. 그는 나머지를 포장하여 각 상자에 8개의 게임을 넣었습니다.,How many boxes did he have to use?,그는 몇 상자를 사용해야 했습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Common-Division'}",8 (boxes),(68-4)/8=8
16,nluds-0033,1,http://www.k5learning.com,"Mrs. Hilt's favorite first grade classes are baking muffins. Mrs. Brier's class bakes 18 muffins, Mrs. MacAdams's class bakes 20 muffins, and Mrs. Flannery's class bakes 17 muffins.","Mrs. Hilt가 가장 좋아하는 1학년 수업은 머핀 굽기입니다. Brier 선생님의 수업은 18개의 머핀을 굽고, Mrs. MacAdams의 수업은 20개의 머핀을 굽고, Mrs. Flannery의 수업은 17개의 머핀을 굽습니다.",How many muffins does first grade bake in all?,1등급 머핀은 모두 몇 개를 굽나요?,Sum,55 (muffins),18+20+17=55
17,nluds-2179,2,http://www.commoncoresheets.com,"Nancy picked 12 carrots from her garden. If she threw out 2 of them and then picked 21 more the next day,","낸시는 정원에서 당근 12개를 땄습니다. 그녀가 2개를 버리고 다음날 21개를 더 골랐다면,",how many carrots would she have total?,그녀는 총 몇 개의 당근을 가질까요?,TVQ-Final,31 (carrots),12-2+21=31
18,nluds-1251,1,Created by an Annotator,Audrey has 26 peaches. Paul has 48 peaches.,오드리에게는 26개의 복숭아가 있습니다. Paul은 48개의 복숭아를 가지고 있습니다.,What's the difference of the number of Audrey's peaches and Paul's peaches?,오드리의 복숭아와 폴의 복숭아의 수의 차이는 무엇입니까?,Difference,22 (peaches),48-26=22
19,nluds-2012,2,http://www.commoncoresheets.com,Cody had 45 dollars. For his birthday he got 9 more dollars but spent 19 on a new game.,코디는 45달러를 가지고 있었다. 그의 생일을 위해 그는 9달러를 더 받았지만 19달러를 새 게임에 썼습니다.,How much money does he have now?,그는 지금 얼마나 많은 돈을 가지고 있습니까?,TVQ-Final,35 (dollars),45+9-19=35
20,nluds-0081,2,http://www.k5learning.com,"Jovana filled her bucket with 5 pounds of shells. If she adds 12 more pounds of shell to fill her bucket,","Jovana는 그녀의 양동이에 5파운드의 껍질을 채웠습니다. 그녀가 양동이를 채우기 위해 12파운드의 껍질을 더 추가하면,",how many pounds does she have?,그녀는 몇 파운드를 가지고 있습니까?,Addition,17 (pounds),5+12=17
21,nluds-0919,3,http://www.mathplayground.com,"Maura collects seashells every summer. Her family stays at the beach house for 21 days. This summer, Maura found 75 seashells. She gave some to her little sister. Maura then had 57 seashells.","Maura는 매년 여름에 조개껍데기를 수집합니다. 그녀의 가족은 21일 동안 비치 하우스에 머뭅니다. 이번 여름, Maura는 75개의 조개껍데기를 발견했습니다. 그녀는 그녀의 여동생에게 약간을 주었다. 당시 마우라는 57개의 조개껍데기를 가지고 있었습니다.",How many seashells did Maura give to her sister?,마우라는 몇 개의 조개껍데기를 그녀의 여동생에게 주었습니까?,Subtraction,18 (seashells),75-57=18
22,nluds-0018,1,http://www.k5learning.com,David has zero fewer apples than Marin. Marin has three apples.,David는 Marin보다 사과가 0개 더 적습니다. 마린은 사과 세 개를 가지고 있습니다.,How many apples does David have?,David는 몇 개의 사과를 가지고 있습니까?,Subtraction,3 (apples),3-0=3
23,nluds-0596,3,http://www.k5learning.com,A DVD book holds 126 DVDs. There are 81 DVDs already in the book.,DVD 책에는 126개의 DVD가 들어 있습니다. 책에는 이미 81개의 DVD가 있습니다.,How many more DVDs can be put in the book?,책에 DVD를 얼마나 더 넣을 수 있습니까?,Subtraction,45 (DVDs),126-81=45
24,nluds-1718,3,http://www.commoncoresheets.com,"A mailman has to give twenty-eight pieces of junk mail to each block. If there are four houses on a block,",우체부는 각 블록에 28개의 정크 메일을 주어야 합니다. 한 블록에 4채의 집이 있는 경우,how many pieces of junk mail should he give each house?,그는 각 집에 몇 개의 정크 메일을 주어야 합니까?,Common-Division,7 (pieces of junk mail),28/4=7
25,nluds-0335,3,http://www.k5learning.com,"For the frosting and final touches, Willie will need to have 300 lbs. of whipped cream. If he got 149 lbs. of cream from his farm,","설탕을 입히고 마지막 손질을 하기 위해 Willie는 300파운드가 필요합니다. 휘 핑 크림의. 그가 149파운드를 얻었다면. 그의 농장에서 생산한 크림,",how much more cream is needed to be bought?,크림을 얼마나 더 사야 합니까?,Subtraction,151 (lbs),300-149=151
26,nluds-1781,4,http://www.commoncoresheets.com,"Rachel bought 8 music albums online. If each album had 2 songs,",Rachel은 온라인으로 8개의 음악 앨범을 샀습니다. 각 앨범에 2곡이 포함되어 있다면,how many songs did she buy total?,그녀는 총 몇 곡을 샀니?,Multiplication,16 (songs),8*2=16
27,nluds-0066,2,http://www.k5learning.com,"There were 105 parents in the program and 698 pupils, too.",프로그램에는 105명의 학부모와 698명의 학생이 있었습니다.,How many people were present in the program?,프로그램에 몇 명이 참석했습니까?,Addition,803 (people),105+698=803
28,nluds-1039,3,http://www.mathplayground.com,If you add 45 to a mystery number you will get 92.,미스터리 번호에 45를 더하면 92가 됩니다.,What is the mystery number?,미스터리 넘버는?,Subtraction,47,92-45=47
29,nluds-2144,1,http://www.commoncoresheets.com,Haley watched TV for six hours on Saturday and three hours on Sunday.,"Haley는 토요일에 6시간, 일요일에 3시간 동안 TV를 시청했습니다.",How many hours did Haley watch TV total?,Haley는 총 몇 시간 동안 TV를 시청했습니까?,Addition,9 (hours),6+3=9
30,nluds-0585,3,http://www.k5learning.com,Warren has 252 guests coming to his party. Each table will hold 4 guests.,Warren의 파티에는 252명의 손님이 있습니다. 각 테이블에는 4명의 손님이 앉을 것입니다.,How many tables will he need?,그는 몇 개의 테이블이 필요할까요?,Common-Division,63 (tables),252/4=63
31,nluds-0118,2,http://www.k5learning.com,"Cindy had 41 pieces of candy. She ate six pieces in the morning, and twelve more pieces in the afternoon.",Cindy는 41개의 사탕을 가지고 있었습니다. 그녀는 아침에 여섯 조각을 먹었고 오후에는 열두 조각을 더 먹었다.,How many pieces of candy does she have left?,그녀에게 남은 사탕은 몇 개입니까?,TVQ-Final,23 (pieces of candy),41-6-12=23
32,nluds-0126,2,http://www.k5learning.com,Josh had 142 pencils. He gave 31 pencils to Dorothy.,조쉬는 142개의 연필을 가지고 있었습니다. 그는 도로시에게 31개의 연필을 주었습니다.,How many pencils does Josh have left?,Josh에게 남은 연필은 몇 개입니까?,Subtraction,111 (pencils),142-31=111
33,nluds-2289,4,http://www.dadsworksheets.com,"There are 820 blocks in Bridget's block collection. If the blocks are organized into 82 groups,","Bridget의 블록 컬렉션에는 820개의 블록이 있습니다. 블록을 82개의 그룹으로 구성하면,",how big is each group?,각 그룹의 크기는 얼마입니까?,Common-Division,10 (blocks),820/82=10
34,nluds-0747,4,http://www.ck12.org,"Mother bought some potatoes. She used 15 of the potatoes to make salads and 24 of the potatoes for mashed potatoes. If there were 13 potatoes left,",어머니는 감자를 사셨습니다. 그녀는 감자 중 15개를 샐러드에 사용하고 감자 중 24개를 으깬 감자에 사용했습니다. 감자가 13개 남았다면,how many potatoes did mother buy at first?,엄마는 처음에 감자를 몇 개 샀니?,TVQ-Initial,52 (potatoes),15+24+13=52
35,nluds-0961,3,http://www.mathplayground.com,Danny collects bottle caps. He found 18 bottle caps at the park. Now he has 55 bottle caps in his collection.,Danny는 병뚜껑을 수집합니다. 그는 공원에서 18개의 병뚜껑을 발견했습니다. 이제 그의 컬렉션에는 55개의 병뚜껑이 있습니다.,How many bottle caps did Danny have at first?,Danny는 처음에 몇 개의 병뚜껑을 가지고 있었습니까?,Subtraction,37 (bottle caps),55-18=37
36,nluds-0945,3,http://www.mathplayground.com,Tommy has $79. He wants to buy a $35 camera. He also wants to buy a $59 CD player.,Tommy는 79달러를 가지고 있습니다. 그는 35달러짜리 카메라를 사고 싶어합니다. 그는 또한 $59 CD 플레이어를 사고 싶어합니다.,How much more money does Tommy need?,Tommy는 얼마나 더 많은 돈이 필요합니까?,TVQ-Change,15 (dollars),35+59-79=15
37,nluds-0592,3,http://www.k5learning.com,"White t-shirts can be purchased in packages of 6. If Mom buys 71 packages,",흰색 티셔츠는 6개 묶음으로 구매 가능합니다. 엄마가 71개 묶음으로 구매하시면,how many white t-shirts will she have?,그녀는 얼마나 많은 흰색 티셔츠를 가질 것입니까?,Multiplication,426 (white t-shirts),6*71=426
38,nluds-2206,3,http://www.commoncoresheets.com,"Wendy was playing a video game where she scores five points for each treasure she finds. If she found four treasures on the first level and three on the second,","Wendy는 비디오 게임을 하고 있었는데 보물을 찾을 때마다 5점을 얻었습니다. 그녀가 1층에서 4개의 보물을 발견하고 2층에서 3개의 보물을 발견했다면,",what would her score be?,그녀의 점수는?,"{'@Subgoal-1': 'Addition', '#text': 'Multiplication'}",35 (points),(4+3)*5=35
39,nluds-2195,3,http://www.commoncoresheets.com,"Haley's old washing machine could only wash seven pieces of clothing at a time. If she had to wash two shirts and thirty-three sweaters,","Haley의 오래된 세탁기는 한 번에 7벌의 옷만 빨 수 있었습니다. 그녀가 셔츠 두 벌과 스웨터 서른셋을 세탁해야 한다면,",how many loads would she have to do?,그녀는 얼마나 많은 짐을 져야 할까요?,"{'@Subgoal-1': 'Addition', '#text': 'Common-Division'}",5 (loads),(2+33)/7=5
40,nluds-0735,2,http://www.ck12.org,"A chess club has 3 members. If 4 new members are enrolled,","체스 클럽에는 3명의 회원이 있습니다. 4명의 신규 회원이 등록되면,",how many total members are there in the chess club?,체스 클럽의 총 회원은 몇 명입니까?,Addition,7 (members),3+4=7
41,nluds-1265,4,Created by an Annotator,Billy was playing basketball with his friend. Billy scored 7 points and his friend scored 9 points.,Billy는 친구와 농구를 하고 있었습니다. Billy는 7점을 얻었고 그의 친구는 9점을 얻었습니다.,What's the difference between Billy's points and his friend's points?,Billy의 포인트와 그의 친구의 포인트의 차이점은 무엇입니까?,Difference,2 (points),9-7=2
42,nluds-2151,1,http://www.commoncoresheets.com,"A pet store had six kittens. If they got another three kittens,",애완 동물 가게에는 6마리의 새끼 고양이가 있었습니다. 새끼 고양이 3마리를 더 키우면,how many would they have total?,총 몇 개입니까?,Addition,9 (kittens),6+3=9
43,nluds-0387,3,http://www.k5learning.com,"If each bus have nine rows of seats and each row of seats can accommodate 4 children,","각 버스에 9열 좌석이 있고 각 좌석 열에 4명의 어린이가 탑승할 수 있는 경우,",how many children can each bus accommodate?,각 버스는 몇 명의 어린이를 수용할 수 있습니까?,Multiplication,36 (children),9*4=36
44,nluds-0355,3,http://www.k5learning.com,"Finally, they had to roam around 169 factories to make sure they are throwing their wastes properly. If their group went to 69 factories and the second went to 52,","마지막으로 그들은 169개 공장을 돌아다니며 폐기물을 제대로 버리고 있는지 확인해야 했습니다. 그들의 그룹이 69개 공장에 가고 두 번째 그룹이 52개 공장에 간다면,",how many factories remain unchecked?,얼마나 많은 공장이 확인되지 않은 채 남아 있습니까?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",48 (factories),169-(69+52)=48
45,nluds-0484,3,http://www.k5learning.com,"Shannon, Brenda's neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes.",Brenda의 이웃인 Shannon은 Brenda와 함께 팔찌를 만들었습니다. 그녀는 48개의 하트 모양의 돌을 가져왔고 자신이 만드는 팔찌마다 이 유형의 돌 8개를 갖고 싶었습니다.,How many bracelets with heart-shaped stones can Shannon make?,Shannon은 하트 모양의 돌로 몇 개의 팔찌를 만들 수 있습니까?,Common-Division,6 (bracelets),48/8=6
46,nluds-0352,3,http://www.k5learning.com,"After the cleaning the rivers they went on to tidy up the farmlands. If Lizzie's group covered 250 square feet of land and the other group covered 265,","강을 청소한 후 그들은 계속해서 농지를 정리했습니다. Lizzie의 그룹이 250평방피트의 땅을 덮고 다른 그룹이 265제곱피트를 덮었다면,",how many more square feet of land remains to be cleaned if there is total of 900 square feet of land?,총 900평방피트의 땅이 있다면 청소해야 할 땅이 얼마나 더 남아 있습니까?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",385 (square feet),900-(250+265)=385
47,nluds-0549,3,http://www.k5learning.com,We ordered 21 pizzas. Each pizza has 8 slices.,우리는 21개의 피자를 주문했다. 각 피자에는 8 조각이 있습니다.,How many slices of pizza are there altogether?,피자 조각은 모두 몇 조각입니까?,Multiplication,168 (slices of pizza),21*8=168
48,nluds-1729,3,http://www.commoncoresheets.com,"Paul was packing up his old toys. He managed to squeeze eight toys into a box. If Paul filled up four boxes,",Paul은 그의 오래된 장난감을 포장하고 있었습니다. 그는 8개의 장난감을 상자에 짜넣었습니다. 바울이 네 상자를 채우면,how many toys did he pack total?,그는 총 몇 개의 장난감을 포장했습니까?,Multiplication,32 (toys),8*4=32
49,nluds-0982,3,http://www.mathplayground.com,Trevor counted 77 coins in his bank. He counted 29 quarters. The rest are dimes.,Trevor는 은행에서 77개의 동전을 세었습니다. 그는 29쿼터를 세었다. 나머지는 만원입니다.,How many more coints of the total than quarts does Trevor have?,Trevor는 쿼트보다 총 몇 코인을 더 가지고 있습니까?,Difference,48 (coints),77-29=48
50,nluds-1775,4,http://www.commoncoresheets.com,"Olivia's dad took her and some friends out to eat for her birthday. If each meal costs 7 dollars and her dad paid for 3 meals,","Olivia의 아빠는 Olivia의 생일을 위해 그녀와 몇몇 친구들을 데리고 갔습니다. 한 끼 식사가 7달러이고 그녀의 아버지가 세 끼 식사를 위해 지불했다면,",how much did he spend?,그는 얼마를 썼습니까?,Multiplication,21 (dollars),7*3=21
51,nluds-0426,3,http://www.k5learning.com,"Dean went to the beach with his friends to enjoy the last weeks of summer. When they got to the beach, they rented a house for them to stay in for a couple of weeks. If there are seven of them including Dean, and each paid $70.00 for the rent,","딘은 여름의 마지막 주를 즐기기 위해 친구들과 해변에 갔다. 해변에 도착했을 때, 그들은 몇 주 동안 머물 집을 빌렸습니다. Dean을 포함하여 7명이 있고 각각 $70.00의 임대료를 지불했다면,",how much did they pay in total?,그들은 총 얼마를 지불했습니까?,Multiplication,490 (dollars),7*70=490
52,nluds-0279,3,http://www.k5learning.com,"Because of the decision, Sofia asked the students to suggest specific types of food. If 279 students suggested adding mashed potatoes while 234 suggested adding bacon to the menu,","결정 때문에 Sofia는 학생들에게 특정 유형의 음식을 제안하도록 요청했습니다. 메뉴에 279명의 학생이 으깬 감자 추가를 제안하고 234명의 학생이 메뉴에 베이컨 추가를 제안했다면,",how many students participated in the suggestion of new food items?,얼마나 많은 학생들이 새로운 식품 제안에 참여했습니까?,Addition,513 (students),279+234=513
53,nluds-1845,1,http://www.commoncoresheets.com,Frank had $16. After buying some new toys he had $8 left.,Frank는 16달러를 가지고 있었습니다. 새 장난감을 몇 개 사서 8달러가 남았습니다.,How much did he spend on toys?,그는 장난감에 얼마를 썼습니까?,Subtraction,8 (dollars),16-8=8
54,nluds-2153,1,http://www.commoncoresheets.com,John has twelve shirts. Later he bought four more shirts.,John은 12개의 셔츠를 가지고 있습니다. 나중에 그는 셔츠를 네 장 더 샀다.,How many shirts does John have total?,John은 총 몇 장의 셔츠를 가지고 있습니까?,Addition,16 (shirts),12+4=16
55,nluds-1884,1,http://www.commoncoresheets.com,While playing a game Edward had fifteen lives. He lost eight lives on a hard level.,게임을 하는 동안 에드워드는 15명의 목숨을 가졌습니다. 그는 어려운 수준에서 8명의 목숨을 잃었습니다.,How many lives does he have left?,그에게 남은 목숨은 몇 개나 될까?,Subtraction,7 (lives),15-8=7
56,nluds-0753,4,http://www.ck12.org,"A car dealer sold 14 cars on the first day, 16 cars on the second day, and 27 cars on the third day.","자동차 딜러는 첫째 날 14대, 둘째 날 16대, 셋째 날 27대를 팔았습니다.",How many cars did the car dealer sell on the 3 days?,자동차 딜러는 3일 동안 몇 대의 자동차를 판매했습니까?,Sum,57 (cars),14+16+27=57
57,nluds-1035,3,http://www.mathplayground.com,Brian ran around the school track in 96 seconds. Todd ran around it in 88 seconds.,Brian은 96초 만에 학교 트랙을 달렸습니다. Todd는 88초 만에 그 주위를 달렸습니다.,How many fewer seconds did it take Todd to run around the tracl?,Todd가 tracl 주위를 달리는 데 몇 초가 더 걸렸습니까?,Subtraction,8 (seconds),96-88=8
58,nluds-1254,1,Created by an Annotator,There are 6 birds and 3 nests.,6개의 새와 3개의 둥지가 있습니다.,What's the difference of the number of birds and nests over there?,저기 새와 둥지의 수의 차이는 무엇입니까?,Difference,3,6-3=3
59,nluds-0812,5,http://www.ck12.org,"There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup,","냄비에 1,050ml의 차가 있었습니다. Anna는 차를 컵에 따랐습니다. 한 컵에 65ml의 차가 있다면,",how many cups were filled with tea?,얼마나 많은 컵에 차가 가득 찼습니까?,Floor-Division,16 (cups),1050/65=16 r10
60,nluds-0413,3,http://www.k5learning.com,"To get to school, Jenny decided to ride the school's double decker bus. The bus has a total of 20 rows of seats and each row has a capacity of 4 kids.",학교에 가기 위해 Jenny는 학교의 이층 버스를 타기로 결정했습니다. 버스 좌석은 총 20열이며 각 열에는 어린이 4명이 탑승할 수 있습니다.,How many kids in total can ride the school bus?,통학버스를 탈 수 있는 아이는 모두 몇 명입니까?,Multiplication,80 (kids),20*4=80
61,nluds-0085,2,http://www.k5learning.com,"Isabella's hair is 18 cubes long. If her hair grows 4 more inches,",이사벨라의 머리 길이는 18큐브입니다. 그녀의 머리카락이 4인치 더 자라면,how long will it be?,얼마나 오래 될까요?,Addition,22 (cubes),18+4=22
62,nluds-1949,1,http://www.commoncoresheets.com,"A pet store had 2 white cats, 10 black cats and 3 gray cats.","애완 동물 가게에는 흰 고양이 2마리, 검은 고양이 10마리, 회색 고양이 3마리가 있었습니다.",How many cats did they have total?,고양이는 총 몇 마리였습니까?,Sum,15 (cats),2+10+3=15
63,nluds-0877,2,http://www.mathplayground.com,I put another number into my machine. The machine added 15 and then subtracted 6. The number 35 came out of the machine.,나는 다른 번호를 내 기계에 넣었다. 기계는 15를 더한 다음 6을 뺍니다. 숫자 35가 기계에서 나왔습니다.,What number did I put in?,내가 무슨 숫자를 넣었어?,TVQ-Initial,26,35+6-15=26
64,nluds-1286,1,Created by an Annotator,Zoe picked five apples from her tree. Now the tree has six apples still on it.,Zoe는 나무에서 사과 다섯 개를 땄습니다. 이제 그 나무에는 6개의 사과가 있습니다.,What's the difference between the number of apples Zoe picked and now the tree has?,Zoe가 딴 사과의 수와 현재 나무가 가지고 있는 사과 수의 차이는 무엇입니까?,Difference,1 (apple),6-5=1
65,nluds-0149,2,http://www.k5learning.com,Mrs. Hilt and her sister drove to a concert 78 miles away. They drove 32 miles and then stopped for gas. Her sister put 28 gallons of gas in the car.,힐트 부인과 그녀의 여동생은 78마일 떨어진 콘서트장으로 차를 몰고 갔습니다. 그들은 32마일을 운전한 다음 주유를 위해 멈췄습니다. 그녀의 여동생은 차에 28갤런의 휘발유를 넣었습니다.,How many miles did they have left to drive?,그들이 운전하려면 몇 마일이나 남았습니까?,Subtraction,46 (miles),78-32=46
66,nluds-0611,3,http://www.k5learning.com,Lisa rented 4 DVDs for $4.80.,Lisa는 $4.80에 DVD 4장을 빌렸습니다.,How much did each DVD cost to rent?,각 DVD의 대여 비용은 얼마입니까?,Common-Division,1.2 (dollars),4.80/4=1.20
67,nluds-2240,3,http://www.commoncoresheets.com,"The cafeteria had fifty-one apples. For lunch they handed out forty-one to students and decided to use the rest to make pies. If each pie takes five apples,",카페테리아에는 51개의 사과가 있었습니다. 점심으로 그들은 41개를 학생들에게 나누어주고 나머지는 파이를 만드는 데 사용하기로 결정했습니다. 파이 하나에 사과 다섯 개를 먹으면,how many pies could they make?,그들은 얼마나 많은 파이를 만들 수 있었습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Common-Division'}",2 (pies),(51-41)/5=2
68,nluds-0552,3,http://www.k5learning.com,There were 150 book shelves. Each book shelf had 15 books.,150개의 책꽂이가 있었다. 각 책꽂이에는 15권의 책이 있었습니다.,How many books were on the shelves?,책장에 책이 몇 권이나 있었나요?,Multiplication,2250 (books),150*15=2250
69,nluds-2112,3,http://www.commoncoresheets.com,Edward spent $2 on a board game and then he bought 4 action figures for $7 each.,에드워드는 보드 게임에 2달러를 쓴 다음 각 7달러에 4개의 액션 피규어를 샀습니다.,How much money did he spend on the game and figures?,그는 게임과 피규어에 얼마나 많은 돈을 썼습니까?,"{'@Subgoal-1': 'Multiplication', '#text': 'Addition'}",30 (dollars),4*7+2=30
70,nluds-0235,3,http://www.k5learning.com,"On the day of the awarding ceremony, Robyn and Lucy decided to sell more cookies during the morning to make sure they get the badge. Lucy sold 19 packs and Robyn sold 16.","시상식 당일 Robyn과 Lucy는 배지를 받을 수 있도록 오전에 쿠키를 더 많이 판매하기로 했습니다. 루시는 19팩, 로빈은 16팩을 판매했습니다.",How many packs did they sell on their last day?,마지막 날에 얼마나 많은 팩을 판매했습니까?,Addition,35 (packs),19+16=35
71,nluds-2155,1,http://www.commoncoresheets.com,Roger went to the movies fifteen times last year and three times this year.,"로저는 작년에 15번, 올해 3번 영화관에 갔다.",How many times did Roger go to the movies all together?,로저는 몇 번이나 함께 영화를 보러 갔습니까?,Addition,18 (times),15+3=18
72,nluds-0642,3,http://www.k5learning.com,Lucy has 212 fish.,루시는 212마리의 물고기를 가지고 있습니다.,How many more fish does she need to buy to have 280 fish?,280마리의 물고기를 얻으려면 몇 마리의 물고기를 더 사야 합니까?,Subtraction,68 (fish),280-212=68
73,nluds-0479,3,http://www.k5learning.com,"A large bag of balls was kept under Haley's bed. Her mom placed the balls in bags for children in foster homes. If every bag can contain 4 balls and Haley has 36 balls,",헤일리의 침대 밑에는 커다란 공 가방이 놓여 있었다. 그녀의 엄마는 위탁 가정의 아이들을 위해 가방에 공을 넣었습니다. 모든 가방에 4개의 공이 들어 있고 Haley에 36개의 공이 있는 경우,how many bags will be used?,얼마나 많은 가방을 사용할 것인가?,Common-Division,9 (bags),36/4=9
