,@ID,@Grade,@Source,Body,Body_trans,Question,Question_trans,Solution-Type,Answer,Formula
58,nluds-0449,3,http://www.k5learning.com,"The next act involved several jugglers. If each juggler is juggling 6 balls at a time,",다음 행위에는 여러 명의 요술쟁이가 참여했습니다. 각 저글러가 한 번에 6개의 공을 저글링하는 경우,how many balls are needed if there are 378 jugglers putting a show at the same time?,378명의 저글러가 동시에 쇼를 펼친다면 몇 개의 공이 필요합니까?,Multiplication,2268 (balls),6*378=2268
59,nluds-0498,3,http://www.k5learning.com,"Susie's mother collected all family pictures and wanted to place all of them in an album. If an album can contain 20 pictures,",수지의 어머니는 가족 사진을 모두 모아 앨범에 넣고 싶었습니다. 앨범에 20장의 사진이 포함될 수 있는 경우,how many albums will she need if there are 480 pictures?,480장의 사진이 있다면 얼마나 많은 앨범이 필요할까요?,Common-Division,24 (albums),480/20=24
60,nluds-0221,3,http://www.k5learning.com,"Penny's class is going to Animaland, the largest zoo on earth, for their science field trip. The zoo has a variety of wild animals in captivity. Their first destination was the aviary. The aviary has 3 species of eagles on show that day. They have 20 Bald Eagles, 15 Harpy Eagles, and 30 Crowned Eagles.","Penny의 수업은 과학 현장 학습을 위해 지구상에서 가장 큰 동물원인 Animaland에 갑니다. 동물원에는 다양한 야생 동물이 사육되고 있습니다. 그들의 첫 번째 목적지는 새장이었다. 새장에는 그날 3종의 독수리가 전시되어 있습니다. 그들은 20마리의 대머리 독수리, 15마리의 하피 독수리, 30마리의 왕관 독수리가 있습니다.",How many eagles are on display that day?,그날 얼마나 많은 독수리가 전시되어 있습니까?,Sum,65 (eagles),20+15+30=65
61,nluds-1883,1,http://www.commoncoresheets.com,"Kaleb has seventeen shirts. If he got rid of seven of them,","칼렙은 17벌의 셔츠를 가지고 있습니다. 그 중 7개를 제거했다면,",how many shirts would Kaleb have?,케일럽은 셔츠를 몇 장 가지고 있었을까요?,Subtraction,10 (shirts),17-7=10
62,nluds-0364,3,http://www.k5learning.com,"After the mountain country, she went to the famous beach on the continent. There, she collected 291 seashells of different colors. If she has 76 red shells and 49 green shells,","산간 지방을 지나 대륙의 유명한 해변으로 갔다. 그곳에서 그녀는 다양한 색상의 조개 291개를 수집했습니다. 그녀가 76개의 빨간 껍질과 49개의 녹색 껍질을 가지고 있다면,",how many shells are not red or green?,얼마나 많은 껍질이 빨간색이나 녹색이 아닌 것입니까?,"{'@Subgoal-1': 'Addition', '#text': 'Subtraction'}",166 (shells),291-(76+49)=166
63,nluds-1586,4,http://www.commoncoresheets.com,"Debby bought 355 bottles of water when they were on sale. If she drank 5 bottles a day,","데비는 세일할 때 물 355병을 샀습니다. 그녀가 하루에 5병을 마셨다면,",how many days would they last her?,그녀는 며칠 동안 버틸까요?,Common-Division,71 (days),355/5=71
64,nluds-1909,2,http://www.commoncoresheets.com,"It takes Mike ninety-eight minutes to walk to school. If he rides a bicycle to school, it would save him sixty-four minutes.",Mike는 학교까지 걸어서 98분 걸립니다. 그가 자전거를 타고 학교에 간다면 64분을 절약할 수 있을 것입니다.,How much time did Mike save?,Mike는 얼마나 많은 시간을 절약했습니까?,Subtraction,34 (minutes),98-64=34
65,nluds-1813,4,http://www.commoncoresheets.com,Carol was helping her mom plant vegetables in the garden. Together they planted 6 rows of potatoes with 9 seeds in each row.,Carol은 그녀의 엄마가 정원에 채소를 심는 것을 돕고 있었습니다. 그들은 함께 각 줄에 9개의 씨앗이 있는 6줄의 감자를 심었습니다.,How many potatoes did they plant total?,그들은 총 몇 개의 감자를 심었습니까?,Multiplication,54 (potatoes),6*9=54
66,nluds-0275,3,http://www.k5learning.com,"After visiting the museum, Benjamin went back to the hotel where he prepared for New Year's Eve at the annual Times Square Ball Drop. To get there, he took 354 steps to the Rockefeller Center then 228 steps to Times Square itself.",박물관을 방문한 후 Benjamin은 연례 타임 스퀘어 볼 드롭에서 새해 전야를 준비했던 호텔로 돌아갔습니다. 그곳에 가려면 록펠러 센터까지 354개의 계단을 가다가 타임스퀘어까지 228개의 계단을 올라갔습니다.,How many steps did he take before reaching Times Square?,그는 타임스퀘어에 도착하기까지 몇 걸음을 걸었을까?,Addition,582 (steps),354+228=582
67,nluds-0371,3,http://www.k5learning.com,"Andrew is having his friends over for game night. So he decided to prepare the snacks and the games. He started by making mini sandwiches. If he has 4 friends coming over and he made 3 sandwiches for each one of them,","Andrew는 게임의 밤에 친구들을 초대합니다. 그래서 그는 간식과 게임을 준비하기로 했습니다. 그는 미니 샌드위치를 만드는 것으로 시작했습니다. 친구 4명이 와서 각자 샌드위치 3개를 만들었다면,",how many sandwiches did he make in total?,그는 총 몇 개의 샌드위치를 만들었습니까?,Multiplication,12 (sandwiches),4*3=12
68,nluds-0959,3,http://www.mathplayground.com,Christine has 11 stickers on her good helper chart. She needs 30 stickers to get a prize.,Christine은 좋은 도우미 차트에 11개의 스티커가 있습니다. 그녀는 상품을 받으려면 30개의 스티커가 필요합니다.,How many more stickers does Christine need?,크리스틴은 스티커가 몇 개 더 필요합니까?,Subtraction,19 (stickers),30-11=19
69,nluds-2230,3,http://www.commoncoresheets.com,"Faye picked eighty-eight flowers for her friend's wedding. She was making bouquets with five flowers in each one. If forty-eight of the flowers wilted before the wedding,",페이는 친구의 결혼식을 위해 88개의 꽃을 골랐습니다. 그녀는 각각 5개의 꽃으로 꽃다발을 만들고 있었습니다. 결혼식 전에 마흔여덟 개의 꽃이 시들면,how many bouquets could she still make?,그녀는 아직도 몇 개의 꽃다발을 만들 수 있습니까?,"{'@Subgoal-1': 'Subtraction', '#text': 'Common-Division'}",8 (bouquets),(88-48)/5=8
